"","izornotrueof2004","var3","year","medianincomeratiotoavgmedinc","percentbelowpovertyline","ginicoeff","yearssinceimplementation2015y","municipality","PanelReady","AdoptionWave","IntAdoptionWave","medianmeanratio","percentwbachelors","PctBlack","inequality"
"16",1,"Y",2012,1.29781198501587,2.59999990463257,0.449499994516373,24,4,1,1,2.59999990463257,0.803869724273682,33.5,0.010184109210968,0.196130275726318
"17",1,"Y",2013,1.23133313655853,2.79999995231628,0.441799998283386,25,4,1,1,2.79999995231628,0.790067434310913,34.2000007629395,0.0110790710896254,0.209932565689087
"18",1,"Y",2011,1.26393783092499,2.5,0.452800005674362,23,4,1,1,2.5,0.795714676380157,33.0999984741211,0.0125205926597118,0.204285323619843
"19",1,"Y",2014,1.34989285469055,2.79999995231628,0.440400004386902,26,4,1,1,2.79999995231628,0.829231977462769,33.5999984741211,0.0112902270630002,0.170768022537231
"20",1,"Y",2010,1.26430463790894,2.79999995231628,0.446999996900558,22,4,1,1,2.79999995231628,0.798368752002716,34.2999992370605,0.0172257740050554,0.201631247997284
"21",1,"Y",2010,0.942755579948425,2.70000004768372,0.416999995708466,9,5,1,0,0,0.817031383514404,27.7999992370605,0.0218986738473177,0.182968616485596
"22",1,"Y",2013,0.981746673583984,1.20000004768372,0.427199989557266,12,5,1,0,0,0.793024897575378,29,0.027460653334856,0.206975102424622
"23",1,"Y",2012,0.959999561309814,1.39999997615814,0.426999986171722,11,5,1,0,0,0.802230954170227,28.7999992370605,0.0297774262726307,0.197769045829773
"24",1,"Y",2014,0.99461704492569,2,0.428200006484985,13,5,1,0,0,0.793009281158447,29.8999996185303,0.0208044704049826,0.206990718841553
"25",1,"Y",2011,0.943593621253967,1.89999997615814,0.419400006532669,10,5,1,0,0,0.806598126888275,30.8999996185303,0.0212449692189693,0.193401873111725
"26",1,"Y",2011,1.04022824764252,1.79999995231628,0.424600005149841,39,6,1,1,1.79999995231628,0.803974866867065,31.8999996185303,0.0274092070758343,0.196025133132935
"27",1,"Y",2013,1.01881313323975,2.70000004768372,0.406800001859665,41,6,1,1,2.70000004768372,0.82076358795166,32.5,0.0250843297690153,0.17923641204834
"28",1,"Y",2010,1.05896699428558,1.79999995231628,0.426999986171722,38,6,1,1,1.79999995231628,0.812837660312653,32.5999984741211,0.0241755601018667,0.187162339687347
"29",1,"Y",2012,1.04523420333862,2.09999990463257,0.415499985218048,40,6,1,1,2.09999990463257,0.831074595451355,32,0.0275131016969681,0.168925404548645
"30",1,"Y",2014,1.10645735263824,2.70000004768372,0.393500000238419,42,6,1,1,2.70000004768372,0.871484458446503,33.4000015258789,0.0283779799938202,0.128515541553497
"31",0,"N",2014,0.701665043830872,6.5,0.416599988937378,0,7,1,NA,NA,0.819043695926666,20.8999996185303,0.0269403755664825,0.180956304073334
"32",0,"N",2013,0.732575476169586,6.5,0.405900001525879,0,7,1,NA,NA,0.837903738021851,21.6000003814697,0.0388412065804005,0.162096261978149
"33",0,"N",2012,0.721351504325867,5.80000019073486,0.398099988698959,0,7,1,NA,NA,0.836357831954956,21.2999992370605,0.0416485108435154,0.163642168045044
"34",0,"N",2011,0.724376916885376,4.09999990463257,0.391400009393692,0,7,1,NA,NA,0.831292152404785,21.5,0.0443482846021652,0.168707847595215
"35",0,"N",2010,0.736176490783691,4.59999990463257,0.386999994516373,0,7,1,NA,NA,0.829491794109344,21.2999992370605,0.0452094860374928,0.170508205890656
"36",0,"N",2012,0.801431000232697,3.20000004768372,0.407900005578995,0,8,1,NA,NA,0.848384916782379,18.7999992370605,0.00797034334391356,0.151615083217621
"37",0,"N",2011,0.816019535064697,2.5,0.398299992084503,0,8,1,NA,NA,0.882044672966003,19.1000003814697,0.0104430578649044,0.117955327033997
"38",0,"N",2010,0.812955975532532,3.20000004768372,0.397000014781952,0,8,1,NA,NA,0.882120311260223,19.3999996185303,0.0159669555723667,0.117879688739777
"39",0,"N",2013,0.80058890581131,1.79999995231628,0.410699993371964,0,8,1,NA,NA,0.832950592041016,21.7999992370605,0.0133579559624195,0.167049407958984
"40",0,"N",2014,0.783032834529877,2.5,0.403899997472763,0,8,1,NA,NA,0.849856197834015,22.3999996185303,0.0281085055321455,0.150143802165985
"41",0,"N",2012,0.773056030273438,0,0.354600012302399,0,9,1,NA,NA,0.836500227451324,14.5,0.0936562865972519,0.163499772548676
"42",0,"N",2014,0.848254144191742,0,0.361699998378754,0,9,1,NA,NA,0.855550467967987,12.8000001907349,0.106887817382812,0.144449532032013
"43",0,"N",2010,0.766690075397491,2.79999995231628,0.34400001168251,0,9,1,NA,NA,0.868610858917236,14.8999996185303,0.121407218277454,0.131389141082764
"44",0,"N",2013,0.799834907054901,0,0.350899994373322,0,9,1,NA,NA,0.850974261760712,15.8999996185303,0.106363639235497,0.149025738239288
"45",0,"N",2011,0.808487117290497,2,0.34909999370575,0,9,1,NA,NA,0.875835239887238,16.1000003814697,0.135942101478577,0.124164760112762
"46",1,"Y",2011,0.60901665687561,8.30000019073486,0.432900011539459,11,10,1,0,0,0.735024750232697,21.7999992370605,0.0508613623678684,0.264975249767303
"47",1,"Y",2012,0.648708522319794,9.39999961853027,0.436199992895126,12,10,1,0,0,0.746277689933777,21.6000003814697,0.0522388070821762,0.253722310066223
"48",1,"Y",2013,0.659426152706146,8.19999980926514,0.413399994373322,13,10,1,0,0,0.797149300575256,24,0.0434491969645023,0.202850699424744
"49",1,"Y",2010,0.636275470256805,12,0.418999999761581,10,10,1,0,0,0.790331482887268,22.6000003814697,0.0317732356488705,0.209668517112732
"50",1,"Y",2014,0.722874104976654,10.8000001907349,0.413500010967255,14,10,1,0,0,0.78167587518692,23.7999992370605,0.0325298085808754,0.21832412481308
"51",1,"Y",2011,1.13026225566864,4.30000019073486,0.409200012683868,9,11,1,0,0,0.798373281955719,30.7999992370605,0.0234871096909046,0.201626718044281
"52",1,"Y",2014,1.23523044586182,3.29999995231628,0.409799993038177,12,11,1,0,0,0.809133052825928,31.5,0.0219830200076103,0.190866947174072
"53",1,"Y",2012,1.14753544330597,4.90000009536743,0.413599997758865,10,11,1,0,0,0.79462718963623,30.1000003814697,0.0331170298159122,0.20537281036377
"54",1,"Y",2010,1.22600030899048,3.5,0.391999989748001,8,11,1,0,0,0.857551455497742,30.1000003814697,0.0178505573421717,0.142448544502258
"55",1,"Y",2013,1.17695736885071,3.79999995231628,0.407499998807907,11,11,1,0,0,0.832032918930054,29.2000007629395,0.0158108491450548,0.167967081069946
"56",0,"N",2011,0.926676213741302,1.70000004768372,0.33899998664856,0,12,1,NA,NA,0.927846252918243,21.2999992370605,0.0185427982360125,0.0721537470817566
"57",0,"N",2014,0.94161057472229,1.60000002384186,0.389400005340576,0,12,1,NA,NA,0.836174249649048,22.2000007629395,0.020167026668787,0.163825750350952
"58",0,"N",2013,0.876164197921753,1,0.361200004816055,0,12,1,NA,NA,0.849740862846375,23.2000007629395,0.0185230616480112,0.150259137153625
"59",0,"N",2012,0.908821523189545,1.29999995231628,0.345099985599518,0,12,1,NA,NA,0.903656780719757,21.2999992370605,0.0193454194813967,0.0963432192802429
"60",0,"N",2010,0.891717314720154,2.59999990463257,0.349999994039536,0,12,1,NA,NA,0.92874002456665,19.1000003814697,0.00615793280303478,0.0712599754333496
"61",1,"Y",2013,1.20841789245605,4.30000019073486,0.478799998760223,10,13,1,0,0,0.729681730270386,27.1000003814697,0.0139185413718224,0.270318269729614
"62",1,"Y",2012,1.15953469276428,4.09999990463257,0.476300001144409,9,13,1,0,0,0.730705440044403,28.2000007629395,0.0126283196732402,0.269294559955597
"63",1,"Y",2010,1.08428680896759,3.5,0.474999994039536,7,13,1,0,0,0.726528286933899,27.2000007629395,0.0143786100670695,0.273471713066101
"64",1,"Y",2011,1.10411512851715,3.79999995231628,0.479699999094009,8,13,1,0,0,0.713218986988068,27.7000007629395,0.0180010423064232,0.286781013011932
"65",1,"Y",2014,1.14025819301605,4.59999990463257,0.485000014305115,11,13,1,0,0,0.708366513252258,29,0.0235569849610329,0.291633486747742
"66",0,"N",2013,0.991581499576569,2.90000009536743,0.381099998950958,0,14,1,NA,NA,0.888067901134491,18.7999992370605,0.00808753538876772,0.111932098865509
"67",0,"N",2010,0.924007773399353,3.40000009536743,0.35699999332428,0,14,1,NA,NA,0.893034040927887,18.5,0.00647095963358879,0.106965959072113
"68",0,"N",2012,0.982199430465698,3.90000009536743,0.349799990653992,0,14,1,NA,NA,0.919328153133392,18.7000007629395,0.00592731265351176,0.0806718468666077
"69",0,"N",2014,0.909360766410828,3,0.391600012779236,0,14,1,NA,NA,0.845760822296143,18,0.00619962811470032,0.154239177703857
"70",0,"N",2011,0.899608314037323,2.5,0.338200002908707,0,14,1,NA,NA,0.91039115190506,17.6000003814697,0.00277264323085546,0.0896088480949402
"71",1,"Y",2013,1.04863452911377,0.899999976158142,0.38280001282692,10,15,1,0,0,0.793887972831726,25.2999992370605,0.00896378606557846,0.206112027168274
"72",1,"Y",2011,1.05067825317383,0.400000005960464,0.369700014591217,8,15,1,0,0,0.848841190338135,25.2000007629395,0.00886839348822832,0.151158809661865
"73",1,"Y",2014,0.955225706100464,2.09999990463257,0.405299991369247,11,15,1,0,0,0.748571336269379,27,0.0119047621265054,0.251428663730621
"74",1,"Y",2010,1.05831778049469,0,0.381999999284744,7,15,1,0,0,0.845253229141235,27.7999992370605,0.00970201008021832,0.154746770858765
"75",1,"Y",2012,1.0467916727066,1.29999995231628,0.380400002002716,9,15,1,0,0,0.832102537155151,29,0.00445663370192051,0.167897462844849
"76",1,"Y",2010,0.759377777576447,6.80000019073486,0.455000013113022,22,16,1,1,6.80000019073486,0.74969357252121,24,0.0327564738690853,0.25030642747879
"77",1,"Y",2013,0.771084368228912,5.69999980926514,0.461299985647202,25,16,1,1,5.69999980926514,0.756715893745422,24.7999992370605,0.0241287536919117,0.243284106254578
"78",1,"Y",2011,0.751389384269714,7.09999990463257,0.465000003576279,23,16,1,1,7.09999990463257,0.732343673706055,24.6000003814697,0.0171580966562033,0.267656326293945
"79",1,"Y",2014,0.796874165534973,5.40000009536743,0.47189998626709,26,16,1,1,5.40000009536743,0.758154928684235,25.3999996185303,0.0179383400827646,0.241845071315765
"80",1,"Y",2012,0.745383083820343,6.69999980926514,0.460399985313416,24,16,1,1,6.69999980926514,0.732835114002228,27.7000007629395,0.0174634624272585,0.267164885997772
"81",1,"Y",2014,1.00994491577148,3.29999995231628,0.374000012874603,11,17,1,0,0,0.89656525850296,18.7999992370605,0.0190286058932543,0.10343474149704
"82",1,"Y",2013,0.964863538742065,4.09999990463257,0.360700011253357,10,17,1,0,0,0.910530865192413,18.8999996185303,0.0181317310780287,0.0894691348075867
"83",1,"Y",2010,0.991755068302155,1.89999997615814,0.326999992132187,7,17,1,0,0,0.929125547409058,18.7000007629395,0.0125497169792652,0.0708744525909424
"84",1,"Y",2011,0.982109904289246,2.59999990463257,0.332599997520447,8,17,1,0,0,0.934048652648926,20.1000003814697,0.0174679961055517,0.0659513473510742
"85",1,"Y",2012,0.98667448759079,3.79999995231628,0.346100002527237,9,17,1,0,0,0.929336667060852,21.5,0.0171307250857353,0.0706633329391479
"86",0,"N",2011,0.816319048404694,1.39999997615814,0.386500000953674,0,18,1,NA,NA,0.866339385509491,15.1000003814697,0.0142174828797579,0.133660614490509
"87",0,"N",2014,0.783075928688049,2.20000004768372,0.384900003671646,0,18,1,NA,NA,0.83421117067337,16,0.0147319454699755,0.16578882932663
"88",0,"N",2013,0.811855256557465,1.79999995231628,0.3817999958992,0,18,1,NA,NA,0.874839544296265,18.2000007629395,0.0146179404109716,0.125160455703735
"89",0,"N",2012,0.812114119529724,1.5,0.377099990844727,0,18,1,NA,NA,0.857910871505737,18.5,0.00996126141399145,0.142089128494263
"90",0,"N",2010,0.818650960922241,2.29999995231628,0.375,0,18,1,NA,NA,0.887893736362457,18.1000003814697,0.0164549965411425,0.112106263637543
"91",1,"Y",2011,1.52112722396851,1.70000004768372,0.426600009202957,7,19,1,0,0,0.866822183132172,34.9000015258789,0,0.133177816867828
"92",1,"Y",2013,1.59574675559998,1.5,0.412200003862381,9,19,1,0,0,0.897226512432098,35.9000015258789,0.000414336012909189,0.102773487567902
"93",1,"Y",2014,1.55605900287628,1.70000004768372,0.420500010251999,10,19,1,0,0,0.892737507820129,33.0999984741211,0.00183486239984632,0.107262492179871
"94",1,"Y",2012,1.54037570953369,1.89999997615814,0.422600001096725,8,19,1,0,0,0.877601146697998,34.2000007629395,0.00201328773982823,0.122398853302002
"95",1,"Y",2010,1.43218076229095,0.800000011920929,0.421999990940094,6,19,1,0,0,0.848265886306763,36.4000015258789,0.00259015732444823,0.151734113693237
"96",1,"Y",2013,1.10917341709137,3.29999995231628,0.453299999237061,NA,20,0,NA,NA,0.704635202884674,34.2999992370605,0.00611246936023235,0.295364797115326
"97",1,"Y",2011,1.15280413627625,3.70000004768372,0.430400013923645,NA,20,0,NA,NA,0.817087471485138,33.9000015258789,0.00423643318936229,0.182912528514862
"98",1,"Y",2012,1.16918683052063,3.40000009536743,0.444799989461899,NA,20,0,NA,NA,0.745600402355194,34.5,0.00737492507323623,0.254399597644806
"99",1,"Y",2010,1.16430103778839,7,0.425999999046326,NA,20,0,NA,NA,0.85295170545578,34.5,0.0043581617064774,0.14704829454422
"100",1,"Y",2014,1.12019097805023,3.90000009536743,0.460599988698959,NA,20,0,NA,NA,0.718924343585968,33.4000015258789,0.00372402975335717,0.281075656414032
"101",0,"N",2012,1.47263550758362,2.29999995231628,0.412499994039536,0,21,1,NA,NA,0.756517827510834,34.2999992370605,0,0.243482172489166
"102",0,"N",2010,1.62927198410034,1.60000002384186,0.465999990701675,0,21,1,NA,NA,0.695419430732727,35.0999984741211,0,0.304580569267273
"103",0,"N",2014,1.37673532962799,2.20000004768372,0.396499991416931,0,21,1,NA,NA,0.771752417087555,36.2000007629395,0,0.228247582912445
"104",0,"N",2013,1.37505292892456,0,0.408499985933304,0,21,1,NA,NA,0.742758810520172,35.7999992370605,0,0.257241189479828
"105",0,"N",2011,1.52155983448029,1.89999997615814,0.475400000810623,0,21,1,NA,NA,0.679725050926208,35.4000015258789,0,0.320274949073792
"106",0,"N",2012,1.03843379020691,0,0.454199999570847,0,22,1,NA,NA,0.661732137203217,24.8999996185303,0,0.338267862796783
"107",0,"N",2013,1.07022750377655,0.699999988079071,0.449299991130829,0,22,1,NA,NA,0.680536150932312,26.8999996185303,0.000231481477385387,0.319463849067688
"108",0,"N",2010,1.00475096702576,0,0.456999987363815,0,22,1,NA,NA,0.686207234859467,27.7000007629395,0.00230361660942435,0.313792765140533
"109",0,"N",2014,1.10323667526245,0.600000023841858,0.42960000038147,0,22,1,NA,NA,0.766947448253632,32.4000015258789,0.00893266126513481,0.233052551746368
"110",0,"N",2011,1.01764214038849,0,0.448500007390976,0,22,1,NA,NA,0.688916087150574,32.7999992370605,0.01022959779948,0.311083912849426
"111",0,"N",2013,0.89435863494873,4,0.400700002908707,0,23,1,NA,NA,0.853786766529083,24.6000003814697,0.0238596890121698,0.146213233470917
"112",0,"N",2010,0.924246966838837,4.30000019073486,0.404000014066696,0,23,1,NA,NA,0.845094799995422,23.6000003814697,0.02092688344419,0.154905200004578
"113",0,"N",2014,0.942504584789276,4.30000019073486,0.403400003910065,0,23,1,NA,NA,0.86824506521225,23.6000003814697,0.0329125970602036,0.13175493478775
"114",0,"N",2012,0.934586048126221,4.19999980926514,0.397599995136261,0,23,1,NA,NA,0.887102842330933,24,0.0378907658159733,0.112897157669067
"115",0,"N",2011,0.928628623485565,4.69999980926514,0.404700011014938,0,23,1,NA,NA,0.855222165584564,23.3999996185303,0.0475877746939659,0.144777834415436
"116",0,"N",2013,0.950865268707275,3.90000009536743,0.44080001115799,0,24,1,NA,NA,0.796220898628235,21.2000007629395,0.0349295362830162,0.203779101371765
"117",0,"N",2014,0.953071415424347,3.59999990463257,0.442600011825562,0,24,1,NA,NA,0.805251181125641,20.5,0.0518711321055889,0.194748818874359
"118",0,"N",2012,0.995065212249756,2.70000004768372,0.356499999761581,0,24,1,NA,NA,0.92620724439621,22.7000007629395,0.0568066835403442,0.0737927556037903
"119",0,"N",2011,0.983951449394226,3.20000004768372,0.350100010633469,0,24,1,NA,NA,0.928618550300598,23,0.0604749172925949,0.0713814496994019
"120",0,"N",2010,0.979556441307068,4.09999990463257,0.352999985218048,0,24,1,NA,NA,0.905780017375946,22.5,0.0712190419435501,0.094219982624054
"121",0,"N",2010,0.5685054063797,11.5,0.412000000476837,0,25,1,NA,NA,0.824504017829895,12.5,0.350179493427277,0.175495982170105
"122",0,"N",2013,0.535725653171539,15.3000001907349,0.425000011920929,0,25,1,NA,NA,0.817710220813751,13,0.35616934299469,0.182289779186249
"123",0,"N",2014,0.523160099983215,15.1000003814697,0.435900002717972,0,25,1,NA,NA,0.794962048530579,13,0.368904113769531,0.205037951469421
"124",0,"N",2011,0.55298388004303,12.6999998092651,0.418000012636185,0,25,1,NA,NA,0.821449160575867,12.6999998092651,0.382670819759369,0.178550839424133
"125",0,"N",2012,0.542480647563934,14.6000003814697,0.418099999427795,0,25,1,NA,NA,0.824028253555298,12.8000001907349,0.390910923480988,0.175971746444702
"126",1,"Y",2013,1.05438244342804,4,0.554300010204315,26,26,1,1,4,0.649012207984924,30.8999996185303,0.0243990812450647,0.350987792015076
"127",1,"Y",2011,1.07883334159851,4.5,0.54720002412796,24,26,1,1,4.5,0.655372023582458,29.3999996185303,0.0185194704681635,0.344627976417542
"128",1,"Y",2014,1.00864148139954,3.5,0.541000008583069,27,26,1,1,3.5,0.659148812294006,28.8999996185303,0.025087833404541,0.340851187705994
"129",1,"Y",2010,1.0871456861496,6.30000019073486,0.550999999046326,23,26,1,1,6.30000019073486,0.648688316345215,28.2999992370605,0.0232217647135258,0.351311683654785
"130",1,"Y",2012,1.04715359210968,4.19999980926514,0.553799986839294,25,26,1,1,4.19999980926514,0.650086164474487,28.3999996185303,0.026958791539073,0.349913835525513
"131",1,"Y",2013,1.03598034381866,3.59999990463257,0.39190000295639,25,27,1,1,3.59999990463257,0.868025422096252,26.6000003814697,0.0253698900341988,0.131974577903748
"132",1,"Y",2012,1.01775860786438,3.29999995231628,0.395599991083145,24,27,1,1,3.29999995231628,0.872834146022797,26.3999996185303,0.0207791142165661,0.127165853977203
"133",1,"Y",2014,1.02829945087433,4.09999990463257,0.38960000872612,26,27,1,1,4.09999990463257,0.86794251203537,27.1000003814697,0.0276297051459551,0.13205748796463
"134",1,"Y",2010,1.02897727489471,2.70000004768372,0.381999999284744,22,27,1,1,2.70000004768372,0.884620666503906,27.8999996185303,0.0315175876021385,0.115379333496094
"135",1,"Y",2011,1.02321100234985,2.90000009536743,0.384400010108948,23,27,1,1,2.90000009536743,0.879728376865387,26.8999996185303,0.0370385088026524,0.120271623134613
"136",1,"Y",2010,0.738807559013367,9.80000019073486,0.528999984264374,NA,28,0,NA,NA,0.666676938533783,29.2000007629395,0.118196047842503,0.333323061466217
"137",1,"Y",2013,0.792568027973175,10.1000003814697,0.528599977493286,NA,28,0,NA,NA,0.667062163352966,29.7999992370605,0.115919940173626,0.332937836647034
"138",1,"Y",2012,0.792184770107269,8.80000019073486,0.533999979496002,NA,28,0,NA,NA,0.661328434944153,29.8999996185303,0.111153431236744,0.338671565055847
"139",1,"Y",2011,0.765633285045624,10.1000003814697,0.52539998292923,NA,28,0,NA,NA,0.670328259468079,29.2999992370605,0.116468220949173,0.329671740531921
"140",1,"Y",2014,0.817652344703674,10.1999998092651,0.527899980545044,NA,28,0,NA,NA,0.678237318992615,29.5,0.111124627292156,0.321762681007385
"141",1,"Y",2014,0.978890657424927,4.90000009536743,0.459199994802475,12,29,1,0,0,0.771597623825073,28.7000007629395,0.0638708472251892,0.228402376174927
"142",1,"Y",2013,0.98239141702652,4.09999990463257,0.456099987030029,11,29,1,0,0,0.76857316493988,29,0.0660033598542213,0.23142683506012
"143",1,"Y",2011,1.00895595550537,3.59999990463257,0.452199995517731,9,29,1,0,0,0.787290930747986,30,0.0712168887257576,0.212709069252014
"144",1,"Y",2012,0.989986896514893,4.30000019073486,0.444799989461899,10,29,1,0,0,0.796384215354919,30,0.0559662096202374,0.203615784645081
"145",1,"Y",2010,1.02173328399658,3.79999995231628,0.453999996185303,8,29,1,0,0,0.806554555892944,32.2999992370605,0.06303321570158,0.193445444107056
"146",0,"N",2011,1.76454973220825,5.19999980926514,0.447800010442734,0,30,1,NA,NA,0.786545038223267,34.2999992370605,0.00629458669573069,0.213454961776733
"147",0,"N",2012,1.75492644309998,4.59999990463257,0.433200001716614,0,30,1,NA,NA,0.779354870319366,33.7000007629395,0.00581636885181069,0.220645129680634
"148",0,"N",2014,1.69650828838348,4.40000009536743,0.488200008869171,0,30,1,NA,NA,0.710457921028137,36.5999984741211,0.00595482531934977,0.289542078971863
"149",0,"N",2010,1.76543855667114,4.19999980926514,0.418999999761581,0,30,1,NA,NA,0.815836727619171,35.2999992370605,0.0126067511737347,0.184163272380829
"150",0,"N",2013,1.74878787994385,4.40000009536743,0.479200005531311,0,30,1,NA,NA,0.738726437091827,38,0.0100664384663105,0.261273562908173
"151",1,"Y",2012,0.745437920093536,4.40000009536743,0.389299988746643,8,31,1,0,0,0.861851215362549,12.6999998092651,0.0126670747995377,0.138148784637451
"152",1,"Y",2013,0.788546681404114,3.79999995231628,0.377099990844727,9,31,1,0,0,0.893225371837616,13.8999996185303,0.0128908632323146,0.106774628162384
"153",1,"Y",2011,0.783282876014709,3.20000004768372,0.354499995708466,7,31,1,0,0,0.912071287631989,15.1000003814697,0.0106114642694592,0.0879287123680115
"154",1,"Y",2010,0.809960424900055,2.5,0.358999997377396,6,31,1,0,0,0.926842629909515,14.3000001907349,0.015922736376524,0.0731573700904846
"155",1,"Y",2014,0.784206926822662,2.90000009536743,0.383199989795685,10,31,1,0,0,0.873096227645874,15.6999998092651,0.0240013860166073,0.126903772354126
"156",1,"Y",2011,1.00833475589752,2.20000004768372,0.407400012016296,24,32,1,1,2.20000004768372,0.851323902606964,26.3999996185303,0.0050047948025167,0.148676097393036
"157",1,"Y",2014,1.008673787117,1.60000002384186,0.413100004196167,27,32,1,1,1.60000002384186,0.853651404380798,26.7000007629395,0.00562332617118955,0.146348595619202
"158",1,"Y",2010,1.05413770675659,2.20000004768372,0.398999989032745,23,32,1,1,2.20000004768372,0.890100717544556,26.5,0.00333028798922896,0.109899282455444
"159",1,"Y",2012,1.01510429382324,2,0.412900000810623,25,32,1,1,2,0.860976994037628,27.5,0.00567268067970872,0.139023005962372
"160",1,"Y",2013,1.05272150039673,2.20000004768372,0.393900007009506,26,32,1,1,2.20000004768372,0.894160866737366,27.8999996185303,0.00440643588081002,0.105839133262634
"161",1,"Y",2014,0.524840414524078,20,0.454699993133545,NA,33,0,NA,NA,0.788660109043121,8.10000038146973,0.0953608229756355,0.211339890956879
"162",1,"Y",2013,0.516777217388153,21.7000007629395,0.462099999189377,NA,33,0,NA,NA,0.797231912612915,8.80000019073486,0.0773113071918488,0.202768087387085
"163",1,"Y",2012,0.481716334819794,22.6000003814697,0.456699997186661,NA,33,0,NA,NA,0.78058797121048,7.80000019073486,0.0658372491598129,0.21941202878952
"164",1,"Y",2010,0.46114394068718,21.2000007629395,0.439000010490417,NA,33,0,NA,NA,0.797317802906036,9,0.0632212460041046,0.202682197093964
"165",1,"Y",2011,0.478735744953156,20.2999992370605,0.448900014162064,NA,33,0,NA,NA,0.777007579803467,9.60000038146973,0.0642325505614281,0.222992420196533
"166",1,"Y",2010,0.670023798942566,6.80000019073486,0.405000001192093,NA,34,0,NA,NA,0.845504879951477,18.2999992370605,0.0246142540127039,0.154495120048523
"167",1,"Y",2012,0.727285385131836,7.19999980926514,0.377099990844727,NA,34,0,NA,NA,0.897302985191345,20.7000007629395,0.0200528874993324,0.102697014808655
"168",1,"Y",2014,0.698713660240173,4.90000009536743,0.386900007724762,NA,34,0,NA,NA,0.88700944185257,21.2999992370605,0.0262887347489595,0.11299055814743
"169",1,"Y",2013,0.707267165184021,6,0.392699986696243,NA,34,0,NA,NA,0.890532314777374,20.5,0.021490391343832,0.109467685222626
"170",1,"Y",2011,0.685527861118317,8,0.397399991750717,NA,34,0,NA,NA,0.858218193054199,22.6000003814697,0.0174040216952562,0.141781806945801
"171",1,"Y",2012,1.32176673412323,2.20000004768372,0.459699988365173,10,35,1,0,0,0.725296437740326,34.2000007629395,0.00201775622554123,0.274703562259674
"172",1,"Y",2013,1.28758835792542,3,0.475699990987778,11,35,1,0,0,0.694480299949646,36.7999992370605,0.000400908727897331,0.305519700050354
"173",1,"Y",2011,1.30714654922485,1.39999997615814,0.481499999761581,9,35,1,0,0,0.713850378990173,39.7999992370605,0.000644662184640765,0.286149621009827
"174",1,"Y",2014,1.26757717132568,3.09999990463257,0.477699995040894,12,35,1,0,0,0.725947558879852,41.5999984741211,0.00201638322323561,0.274052441120148
"175",1,"Y",2010,1.30088901519775,0,0.483999997377396,8,35,1,0,0,0.689402461051941,42,0.00197530863806605,0.310597538948059
